articleID,pilotNames,copilotNames,pilotTTC,copilotTTC,pilotStartDate,copilotStartDate,completionDate,Author_Assistance,finalOutcome,Insufficient_Information_Errors,locus_typo,locus_specification,locus_analysis,locus_data,locus_unidentified
3-10-2014_PS,"Gobi, Marc",Kyle MacDonald,720,100,2020-10-26,2020-06-13,NA,FALSE,Failure without author assistance,0,NA,NA,NA,NA,NA
